Périmètre;Nature;Date;Heure;Date et Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW)
France;Données consolidées;2019-07-15;10:00;2019-07-15T10:00:00+02:00;50217;53300;50400;497;12;3809;40727;2360;3946;6942;-29;1025;-9072;46;-2000;-1250;-2603;773;-4060;17;75;395;0;401;3379;30;3979;1676;1287;508;240;277
France;Données consolidées;2019-07-15;10:15;2019-07-15T10:15:00+02:00;;53450;50450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;12:15;2019-07-15T12:15:00+02:00;;54300;52900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;12:30;2019-07-15T12:30:00+02:00;53091;53900;52800;501;9;3757;40724;2636;6254;6815;-29;1053;-8627;45;-2000;-1250;-2987;-659;-1113;17;75;402;-1;436;3297;24;3946;1422;1447;518;253;281
France;Données consolidées;2019-07-15;12:45;2019-07-15T12:45:00+02:00;;54450;53400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;13:00;2019-07-15T13:00:00+02:00;53306;55000;54000;500;12;3681;40741;2582;6457;6614;-30;1055;-8305;44;-2000;-1250;-2987;-641;-1313;17;75;400;-1;394;3267;20;3896;1536;1182;517;256;282
France;Données consolidées;2019-07-15;13:45;2019-07-15T13:45:00+02:00;;53600;52400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;15:45;2019-07-15T15:45:00+02:00;;52000;50850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;16:30;2019-07-15T16:30:00+02:00;49911;51000;50000;479;134;3432;40342;2828;5553;4367;-249;1053;-8028;47;-2000;-1250;-2987;-789;-893;16;74;382;-1;392;3022;20;3325;746;295;515;255;284
France;Données consolidées;2019-07-15;17:45;2019-07-15T17:45:00+02:00;;49600;48800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;18:15;2019-07-15T18:15:00+02:00;;49800;48950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;20:15;2019-07-15T20:15:00+02:00;;48650;47650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;20:45;2019-07-15T20:45:00+02:00;;47150;46150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;22:15;2019-07-15T22:15:00+02:00;;47350;46200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;23:15;2019-07-15T23:15:00+02:00;;50450;49200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;00:00;2019-07-16T00:00:00+02:00;47294;45700;46600;504;487;3411;40057;2921;2;5658;-114;1058;-6690;57;-1951;-1200;-2767;-1214;-1618;17;75;404;0;409;2978;25;3718;1192;749;533;240;285
France;Données consolidées;2019-07-16;01:15;2019-07-16T01:15:00+02:00;;41150;42000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;01:30;2019-07-16T01:30:00+02:00;41514;41400;42300;464;358;2970;40503;2559;2;4609;-871;1068;-10148;54;-1704;-1200;-2767;-1824;-2428;15;74;367;0;400;2542;29;3536;974;99;541;242;284
France;Données consolidées;2019-07-16;03:45;2019-07-16T03:45:00+02:00;;37600;38050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;06:15;2019-07-16T06:15:00+02:00;;40200;40750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;06:45;2019-07-16T06:45:00+02:00;;41550;42450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;08:30;2019-07-16T08:30:00+02:00;48509;47800;49000;480;509;3144;40875;470;1672;5661;-84;1052;-5270;56;-2000;-1250;-2757;728;840;17;73;386;0;389;2725;31;3612;1552;497;539;239;275
France;Données consolidées;2019-07-16;09:15;2019-07-16T09:15:00+02:00;;49550;50550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;09:45;2019-07-16T09:45:00+02:00;;50550;51500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;11:15;2019-07-16T11:15:00+02:00;;52950;53200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;11:30;2019-07-16T11:30:00+02:00;53263;53300;53500;485;577;3529;40689;241;5693;5759;-29;1014;-4696;55;-2000;-1250;-2624;435;1457;16;73;392;-1;388;3112;29;3444;1694;620;513;231;271
France;Données consolidées;2019-07-16;14:00;2019-07-16T14:00:00+02:00;53721;53300;54200;478;600;3856;40376;205;6714;4599;-565;1020;-3561;58;-2000;-1250;-2987;556;1711;16;74;384;-1;388;3442;27;3258;1041;301;516;231;273
France;Données consolidées;2019-07-16;15:00;2019-07-16T15:00:00+02:00;53045;52700;53600;488;593;4056;40533;230;6512;4779;-933;1017;-4229;59;-2000;-1250;-2987;477;936;16;75;392;0;383;3641;31;3246;1176;357;507;237;272
France;Données consolidées;2019-07-16;17:00;2019-07-16T17:00:00+02:00;50912;50400;51300;491;598;4265;40517;389;5275;4807;-694;1009;-5745;61;-2000;-1250;-2876;-371;720;16;74;397;0;384;3856;26;3344;1075;388;505;230;274
France;Données consolidées;2019-07-16;17:15;2019-07-16T17:15:00+02:00;;50150;51050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;21:30;2019-07-16T21:30:00+02:00;46737;45500;47200;506;571;5115;39710;870;31;7605;-84;1048;-8634;68;-2000;-1250;-2765;-149;-2037;17;74;411;0;389;4675;52;3906;2374;1325;520;240;288
France;Données consolidées;2019-07-16;22:45;2019-07-16T22:45:00+02:00;;48950;49750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;23:30;2019-07-16T23:30:00+02:00;49103;49500;50200;493;572;4931;39186;1321;0;7107;-28;1066;-5545;68;-2000;-1200;-1788;-25;293;17;74;397;0;400;4476;56;3767;1906;1435;531;251;284
France;Données consolidées;2019-07-17;00:15;2019-07-17T00:15:00+02:00;;45850;46200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;02:00;2019-07-17T02:00:00+02:00;41384;41700;42200;478;3;4400;39037;1131;0;4421;-1032;1078;-8132;60;-1704;-1200;-2767;-2252;-1373;16;73;382;0;408;3943;49;3208;1010;203;546;250;281
France;Données consolidées;2019-07-17;04:30;2019-07-17T04:30:00+02:00;37905;37900;37800;486;114;4357;39304;720;0;3711;-1265;1091;-10613;64;-1408;-1200;-2767;-2347;-3087;16;74;392;-1;411;3889;59;3088;516;107;548;261;282
France;Données consolidées;2019-07-17;05:15;2019-07-17T05:15:00+02:00;;39100;39150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;05:30;2019-07-17T05:30:00+02:00;39384;39700;39700;482;124;4392;39283;645;0;3637;-1018;1085;-9246;64;-1408;-1200;-2767;-2232;-1855;16;74;388;0;412;3926;55;2932;611;93;549;254;283
France;Données consolidées;2019-07-17;06:00;2019-07-17T06:00:00+02:00;40130;40200;40500;495;216;4652;39565;569;0;3758;-1019;1090;-9195;67;-699;-1200;-2242;-1904;-1732;17;73;401;0;413;4184;56;2853;765;140;552;257;282
France;Données consolidées;2019-07-17;09:00;2019-07-17T09:00:00+02:00;49997;51100;50400;481;304;4828;41163;234;2336;6595;-78;1039;-6905;60;-1000;-1250;-1023;-244;-2550;18;72;387;-1;408;4360;61;3723;1654;1218;533;236;270
France;Données consolidées;2019-07-17;09:15;2019-07-17T09:15:00+02:00;;51750;50950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;09:45;2019-07-17T09:45:00+02:00;;52750;51850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;10:00;2019-07-17T10:00:00+02:00;52067;53100;52200;474;352;4786;41274;188;3850;6510;-83;1034;-6319;59;-1000;-1250;-867;-476;-2804;18;72;381;-1;404;4321;62;3659;1699;1153;535;231;268
France;Données consolidées;2019-07-17;12:00;2019-07-17T12:00:00+02:00;54906;55700;54900;485;330;4812;41084;232;5796;5775;-28;1028;-4609;57;-1000;-1250;-1254;-355;-724;16;71;394;-1;397;4353;63;3313;1538;924;516;240;271
France;Données consolidées;2019-07-17;12:45;2019-07-17T12:45:00+02:00;;55800;55150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;13:45;2019-07-17T13:45:00+02:00;;54950;54400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;15:30;2019-07-17T15:30:00+02:00;53317;53500;53100;470;378;4509;40654;927;5916;4549;-28;1022;-5081;57;-900;-1250;-2528;-570;210;16;71;378;-1;379;4067;63;3146;960;442;501;237;283
France;Données consolidées;2019-07-17;15:45;2019-07-17T15:45:00+02:00;;53250;52850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;16:00;2019-07-17T16:00:00+02:00;52879;53000;52600;487;399;4563;40695;1033;5628;4424;-236;1023;-5136;58;-900;-1250;-2528;-771;110;16;73;393;-1;380;4121;62;3029;924;471;500;241;282
France;Données consolidées;2019-07-17;17:30;2019-07-17T17:30:00+02:00;51360;51100;50800;483;497;4594;40807;1405;4296;5213;-236;1038;-6737;60;-1000;-1250;-2528;-987;-1047;16;73;389;0;384;4152;59;3395;1347;471;522;230;286
France;Données consolidées;2019-07-17;20:15;2019-07-17T20:15:00+02:00;;49600;49500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;21:00;2019-07-17T21:00:00+02:00;47145;47600;47600;475;354;4713;40776;1668;194;6839;-46;1077;-8903;61;-1000;-1250;-2987;-631;-3109;16;74;381;0;396;4249;69;3877;1894;1068;546;239;292
France;Données consolidées;2019-07-17;21:45;2019-07-17T21:45:00+02:00;;47150;47150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-17;23:00;2019-07-17T23:00:00+02:00;50430;51000;51100;481;311;4881;40798;1819;0;7663;-18;1086;-6591;61;-355;-1200;-2767;-135;-2205;17;74;386;-1;401;4418;63;3827;2143;1693;554;246;286
France;Données consolidées;2019-07-18;00:45;2019-07-18T00:45:00+02:00;;43650;44300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;01:00;2019-07-18T01:00:00+02:00;42944;42500;43000;398;311;4336;40363;1960;0;4617;-775;1090;-9355;62;-605;-1200;-2767;-1701;-3031;17;74;303;-1;386;3888;62;3240;1289;88;555;249;286
France;Données consolidées;2019-07-18;02:15;2019-07-18T02:15:00+02:00;;41800;41550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;02:30;2019-07-18T02:30:00+02:00;41183;41000;41000;396;310;4422;40695;2063;0;3825;-1212;1096;-10413;63;-605;-1200;-2767;-2347;-3418;17;74;300;-1;384;3973;66;3031;795;0;564;249;283
France;Données consolidées;2019-07-18;03:15;2019-07-18T03:15:00+02:00;;39300;39150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;04:30;2019-07-18T04:30:00+02:00;38239;38200;38300;335;311;3648;40402;2138;0;3309;-1667;1099;-11334;59;-606;-1200;-2767;-2347;-4191;17;74;239;0;384;3199;65;2899;407;3;571;249;279
France;Données consolidées;2019-07-18;05:30;2019-07-18T05:30:00+02:00;39614;39800;39700;463;310;4378;40240;2096;0;3210;-1655;1101;-10529;66;-606;-1200;-2767;-2347;-3313;17;74;367;0;384;3929;66;2794;413;3;571;254;276
France;Données consolidées;2019-07-18;06:15;2019-07-18T06:15:00+02:00;;41100;41300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;07:00;2019-07-18T07:00:00+02:00;43429;43700;43700;481;311;5114;40754;2017;142;4110;-934;1105;-9672;67;-1000;-1250;-2666;-1575;-2641;17;74;383;0;403;4647;64;2899;1209;3;569;258;278
France;Données consolidées;2019-07-18;07:15;2019-07-18T07:15:00+02:00;;44700;44600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;09:15;2019-07-18T09:15:00+02:00;;51200;50600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;10:00;2019-07-18T10:00:00+02:00;51935;52900;52000;476;361;4992;40974;1609;3261;6538;-84;1054;-7247;60;-1000;-1250;-2666;-347;-799;17;73;382;0;395;4539;58;3800;1790;948;532;250;272
France;Données consolidées;2019-07-18;13:00;2019-07-18T13:00:00+02:00;54852;56100;55000;482;363;4948;40709;2599;5263;5142;-28;1078;-5703;58;-1000;-1250;-2666;-824;-76;17;72;388;-1;398;4488;62;3459;1210;473;533;261;283
France;Données consolidées;2019-07-18;13:45;2019-07-18T13:45:00+02:00;;54800;53350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;14:15;2019-07-18T14:15:00+02:00;;54950;53250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;18:00;2019-07-18T18:00:00+02:00;50845;51000;50700;484;537;4966;40698;3577;3404;5684;-29;1085;-9560;62;-1000;-1250;-2666;-1336;-2495;16;72;391;-1;393;4524;49;3502;1576;606;540;256;290
France;Données consolidées;2019-07-18;21:00;2019-07-18T21:00:00+02:00;47499;47600;47300;475;468;4920;40740;2390;170;6733;-29;1103;-9470;64;-1000;-1250;-2776;-1514;-2179;17;72;382;-1;396;4473;52;3810;1711;1212;552;258;293
France;Données consolidées;2019-07-18;23:15;2019-07-18T23:15:00+02:00;;50650;50350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-18;23:45;2019-07-18T23:45:00+02:00;;48800;48650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;03:00;2019-07-19T03:00:00+02:00;39716;39000;39500;457;16;4778;40599;1498;0;3533;-1906;1136;-10395;64;-778;-1200;-2767;-2341;-3493;17;73;361;-1;407;4305;67;3054;479;0;581;265;290
France;Données consolidées;2019-07-19;04:15;2019-07-19T04:15:00+02:00;;38150;38250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;06:00;2019-07-19T06:00:00+02:00;40570;40400;40700;474;18;4879;40371;1276;0;3600;-1782;1131;-9396;65;-777;-1200;-2767;-2096;-2247;17;73;379;0;408;4404;67;2892;705;3;576;263;291
France;Données consolidées;2019-07-19;06:30;2019-07-19T06:30:00+02:00;41909;41900;42100;472;19;4938;40390;1224;6;4077;-1087;1139;-9270;64;-777;-1200;-2767;-2096;-2247;17;73;376;0;410;4466;64;3080;994;3;583;267;290
France;Données consolidées;2019-07-19;07:00;2019-07-19T07:00:00+02:00;43422;43700;43800;476;19;5069;40534;1235;112;4501;-436;1131;-9219;63;-901;-1250;-2965;-762;-2411;17;73;381;0;411;4593;65;3183;1132;186;579;265;287
France;Données consolidées;2019-07-19;07:30;2019-07-19T07:30:00+02:00;45523;45600;45500;472;18;5042;40627;1219;363;5263;-19;1126;-8588;61;-901;-1250;-2965;-762;-2411;18;73;376;0;410;4562;71;3483;1344;436;569;268;289
France;Données consolidées;2019-07-19;07:45;2019-07-19T07:45:00+02:00;;46450;46650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;08:30;2019-07-19T08:30:00+02:00;49017;49000;49200;482;17;5110;40972;785;1441;6756;-19;1104;-7631;58;-1000;-1250;-2681;229;-2557;18;73;387;0;410;4636;65;3829;1891;1035;557;262;285
France;Données consolidées;2019-07-19;09:30;2019-07-19T09:30:00+02:00;51358;51300;51500;473;17;5010;41053;813;2899;7702;-19;1108;-7698;55;-1000;-1250;-2681;498;-2890;22;66;381;0;414;4529;67;4004;2073;1625;552;273;283
France;Données consolidées;2019-07-19;09:45;2019-07-19T09:45:00+02:00;;51600;51950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;12:30;2019-07-19T12:30:00+02:00;54357;53500;53400;479;19;4972;40606;1621;5743;5648;-19;1119;-5831;54;-1000;-1250;-2681;-665;944;26;66;377;-1;404;4506;63;3762;1544;342;546;288;285
France;Données consolidées;2019-07-19;14:30;2019-07-19T14:30:00+02:00;53399;53000;53800;554;20;4892;40025;1778;6220;4907;-463;1106;-5641;55;-1000;-1250;-2681;-919;649;94;74;379;0;395;4440;58;3639;911;357;537;282;287
France;Données consolidées;2019-07-19;14:45;2019-07-19T14:45:00+02:00;;52500;53150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;16:00;2019-07-19T16:00:00+02:00;51629;50900;51500;475;18;4864;39304;1698;5845;5015;-19;1104;-6675;55;-2000;-1250;-2681;-729;378;17;74;378;0;393;4409;63;3636;1028;352;537;280;286
France;Données consolidées;2019-07-19;16:15;2019-07-19T16:15:00+02:00;;50700;51100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-19;17:00;2019-07-19T17:00:00+02:00;50564;50100;50200;478;17;4930;39388;1456;5043;5213;-19;1113;-7056;56;-1235;-1250;-2681;-367;-1073;18;73;382;-1;394;4476;60;3642;1194;376;542;277;293
France;Données consolidées;2019-07-19;20:00;2019-07-19T20:00:00+02:00;49343;48600;48600;489;18;5049;39397;748;941;8032;-19;1124;-6436;59;-1098;-1250;-2581;423;-1734;18;74;394;-1;428;4570;52;3938;2240;1853;543;287;294
France;Données consolidées;2019-07-20;00:00;2019-07-20T00:00:00+02:00;47738;46900;47600;472;18;4782;37879;1156;1;7014;-28;1138;-4693;61;-1407;-1200;-2722;-1103;-1000;18;74;377;-1;398;4334;50;3706;1751;1556;552;289;297
France;Données consolidées;2019-07-20;00:45;2019-07-20T00:45:00+02:00;;42950;43700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;01:00;2019-07-20T01:00:00+02:00;42573;41600;42400;326;17;4427;37835;1639;0;5609;-43;1149;-8385;58;-1407;-1200;-2722;-753;-2526;18;74;230;0;387;3985;56;3311;1710;588;566;290;294
France;Données consolidées;2019-07-20;03:45;2019-07-20T03:45:00+02:00;;36650;36900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;05:45;2019-07-20T05:45:00+02:00;;36400;36300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;06:15;2019-07-20T06:15:00+02:00;;36350;36450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;09:00;2019-07-20T09:00:00+02:00;42048;42100;42200;128;18;3663;37969;1969;1635;5417;-50;1093;-9794;48;-1605;-1200;-2833;-1887;-148;17;74;29;0;365;3229;69;3189;1398;830;531;283;279
France;Données consolidées;2019-07-20;10:00;2019-07-20T10:00:00+02:00;44642;44400;44300;125;17;3384;38149;2457;2717;5163;-457;1082;-7995;45;-1704;-1200;-2833;-1350;-579;17;73;29;0;335;2984;65;3214;1097;851;526;275;281
France;Données consolidées;2019-07-20;10:15;2019-07-20T10:15:00+02:00;;44750;44700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;11:30;2019-07-20T11:30:00+02:00;46518;46000;46300;125;17;2852;37815;4021;3877;4424;-511;1065;-7165;40;-1704;-1200;-2833;-528;-132;17;74;28;-1;333;2455;64;3200;966;258;515;269;281
France;Données consolidées;2019-07-20;13:00;2019-07-20T13:00:00+02:00;48739;48600;48600;129;17;2434;37796;5812;4795;4075;-457;1067;-6929;36;-1605;-1200;-2785;-1305;-323;17;74;29;-1;327;2042;64;3003;923;149;510;277;280
France;Données consolidées;2019-07-20;14:15;2019-07-20T14:15:00+02:00;;45800;45850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;14:30;2019-07-20T14:30:00+02:00;46234;46000;45900;131;17;2258;37080;6674;4914;3647;-1503;1053;-8038;36;-1506;-1200;-2785;-2098;115;17;74;28;-1;327;1864;67;2985;659;3;506;267;280
France;Données consolidées;2019-07-20;16:15;2019-07-20T16:15:00+02:00;;43450;43450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;17:00;2019-07-20T17:00:00+02:00;43953;43000;43000;130;17;2350;37682;6557;4032;3198;-1738;1068;-9343;37;-1854;-1000;-2785;-2120;-966;17;74;29;-1;325;1962;63;2777;421;0;512;272;283
France;Données consolidées;2019-07-20;17:30;2019-07-20T17:30:00+02:00;43893;42900;43000;129;15;2461;37702;6258;3500;3195;-1735;1063;-8694;38;-1854;-1000;-2785;-2120;-1351;17;74;28;-1;329;2069;63;2792;403;0;510;271;281
France;Données consolidées;2019-07-20;18:30;2019-07-20T18:30:00+02:00;44478;43700;43900;127;17;2750;37823;5298;2459;3983;-453;1073;-8601;40;-1565;-1000;-2785;-2284;-781;17;74;29;0;330;2363;57;2862;892;229;517;278;278
France;Données consolidées;2019-07-20;18:45;2019-07-20T18:45:00+02:00;;44000;44250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-20;23:00;2019-07-20T23:00:00+02:00;46358;46800;47500;127;18;3276;38307;2629;1;6424;-95;1095;-5424;45;-1703;-1200;-2554;-1443;2688;17;73;29;-1;335;2884;58;3229;1411;1784;531;289;275
France;Données consolidées;2019-07-20;23:45;2019-07-20T23:45:00+02:00;;45550;45950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;00:30;2019-07-21T00:30:00+02:00;42592;42200;41800;128;18;3420;37728;2166;0;4592;-496;1090;-6054;49;-1604;-1200;-2722;-100;347;17;74;30;-1;337;3020;63;2897;1117;579;532;283;276
France;Données consolidées;2019-07-21;03:15;2019-07-21T03:15:00+02:00;;35350;35850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;05:00;2019-07-21T05:00:00+02:00;34116;33800;34300;123;18;1851;36834;1126;0;3611;-1302;1111;-9256;43;-813;-1200;-2722;-1098;-3250;16;74;29;0;339;1451;62;2837;771;3;546;292;272
France;Données consolidées;2019-07-21;07:45;2019-07-21T07:45:00+02:00;;34000;35100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;08:45;2019-07-21T08:45:00+02:00;;36350;37650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;09:00;2019-07-21T09:00:00+02:00;37820;37000;38400;124;18;1848;37263;254;1897;4011;-527;1089;-8157;40;-1407;-1200;-2427;-720;-2050;17;74;29;0;336;1450;62;2769;889;353;552;273;264
France;Données consolidées;2019-07-21;10:00;2019-07-21T10:00:00+02:00;40274;39200;40800;125;18;1635;37132;227;3271;4027;-323;1096;-6934;37;-1506;-1200;-1958;-462;-79;17;74;30;0;334;1242;60;2787;1044;196;551;279;266
France;Données consolidées;2019-07-21;10:45;2019-07-21T10:45:00+02:00;;40350;42200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;14:30;2019-07-21T14:30:00+02:00;42854;41200;42500;139;18;1637;35550;628;5906;2964;-2126;1064;-2927;38;-1605;-1200;-1958;-454;2074;16;75;44;0;313;1269;56;2600;365;0;522;269;272
France;Données consolidées;2019-07-21;16:00;2019-07-21T16:00:00+02:00;41426;39600;41000;322;18;1689;35509;629;5436;3151;-2053;1059;-4334;42;-1505;-1200;-1935;-504;-285;16;74;227;0;312;1314;63;2791;360;0;517;272;270
France;Données consolidées;2019-07-21;18:15;2019-07-21T18:15:00+02:00;;40450;41950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;21:45;2019-07-21T21:45:00+02:00;;42700;43200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-21;23:15;2019-07-21T23:15:00+02:00;;47100;47250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;00:00;2019-07-22T00:00:00+02:00;45106;44100;44800;472;16;3879;39353;1352;0;5354;-100;1111;-6330;55;1332;-1200;-2722;-1823;-2686;17;75;372;-1;335;3480;64;3065;1135;1155;559;283;269
France;Données consolidées;2019-07-22;00:30;2019-07-22T00:30:00+02:00;42767;41700;42400;511;17;4078;39624;1315;0;4927;-93;1112;-8722;57;1332;-1200;-2722;-1823;-2707;17;75;410;0;336;3679;63;2994;1067;866;563;283;266
France;Données consolidées;2019-07-22;01:45;2019-07-22T01:45:00+02:00;;39650;40250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;03:00;2019-07-22T03:00:00+02:00;36917;36800;37000;496;16;3761;38810;952;0;3254;-1859;1115;-9628;61;1147;-1200;-2719;-2341;-2694;17;75;398;0;336;3357;69;2834;420;0;575;274;266
France;Données consolidées;2019-07-22;03:30;2019-07-22T03:30:00+02:00;36276;36400;36500;342;18;2967;38461;903;0;3201;-2117;1106;-8604;54;1147;-1200;-2719;-2341;-2694;17;75;245;0;336;2562;70;2841;361;0;573;271;263
France;Données consolidées;2019-07-22;04:00;2019-07-22T04:00:00+02:00;35866;36100;36000;341;18;2632;38508;818;0;3198;-2114;1113;-8646;52;1136;-1200;-2719;-2341;-2220;17;75;244;0;335;2231;66;2840;357;0;573;274;265
France;Données consolidées;2019-07-22;06:45;2019-07-22T06:45:00+02:00;;42000;42050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;09:15;2019-07-22T09:15:00+02:00;;51400;51200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;11:45;2019-07-22T11:45:00+02:00;;55300;55500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;14:15;2019-07-22T14:15:00+02:00;;55550;56350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;15:45;2019-07-22T15:45:00+02:00;;54200;54750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;17:45;2019-07-22T17:45:00+02:00;;52700;53000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;19:45;2019-07-22T19:45:00+02:00;;52100;52300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-22;20:15;2019-07-22T20:15:00+02:00;;50650;50850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
