Périmètre;Nature;Date;Heure;Date et Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW)
France;Données consolidées;2019-07-12;00:00;2019-07-12T00:00:00+02:00;48466;48400;48200;483;18;3748;39799;1729;0;6035;-217;1053;-4181;52;-1802;-1100;-2782;-964;-222;17;73;388;-1;395;3335;18;3817;1557;661;510;257;286
France;Données consolidées;2019-07-12;00:45;2019-07-12T00:45:00+02:00;;44650;44050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;01:15;2019-07-12T01:15:00+02:00;;43300;42900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;03:00;2019-07-12T03:00:00+02:00;39450;39700;39300;481;16;3279;40914;2079;0;4198;-1799;1064;-10782;51;-1555;-1100;-2782;-2347;-3401;17;73;383;0;398;2867;15;3353;702;143;525;258;281
France;Données consolidées;2019-07-12;04:15;2019-07-12T04:15:00+02:00;;38150;38100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;04:45;2019-07-12T04:45:00+02:00;;38400;38450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;05:15;2019-07-12T05:15:00+02:00;;39150;39400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;05:30;2019-07-12T05:30:00+02:00;39724;39600;40000;347;17;3472;41419;2195;0;4027;-1803;1054;-11004;50;-1555;-1100;-2782;-2347;-3249;17;73;249;0;390;3066;17;3321;706;0;524;256;275
France;Données consolidées;2019-07-12;06:45;2019-07-12T06:45:00+02:00;;42850;43350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;08:45;2019-07-12T08:45:00+02:00;;50250;50150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;10:15;2019-07-12T10:15:00+02:00;;53200;52650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;11:30;2019-07-12T11:30:00+02:00;54111;54300;53900;483;17;4170;41863;2315;5059;7835;-32;1027;-8625;46;-2000;-1500;-2581;562;-2606;17;72;386;-1;389;3768;13;4155;1783;1897;498;256;272
France;Données consolidées;2019-07-12;12:00;2019-07-12T12:00:00+02:00;54886;54900;54900;481;16;4225;41835;2541;5417;7786;-32;1022;-8405;46;-2000;-1500;-2660;257;-2035;17;72;385;0;389;3822;15;4148;1819;1819;492;257;273
France;Données consolidées;2019-07-12;13:30;2019-07-12T13:30:00+02:00;54153;54200;53900;466;16;4117;41662;3563;5864;6582;-31;1039;-9125;45;-2000;-1500;-2660;112;-2256;16;72;371;-1;392;3712;15;3895;1292;1395;507;257;275
France;Données consolidées;2019-07-12;14:30;2019-07-12T14:30:00+02:00;54012;54000;53700;468;16;4179;41565;4275;5961;5397;-31;1014;-8833;45;-1980;-1500;-2660;-452;-1831;16;72;373;-1;391;3774;15;3746;1049;602;497;241;277
France;Données consolidées;2019-07-12;15:00;2019-07-12T15:00:00+02:00;53212;53200;52900;465;16;4130;41275;4625;5813;4971;-31;1025;-9076;46;-1980;-1500;-2511;-1147;-2658;16;72;366;-1;389;3723;19;3740;886;345;496;244;285
France;Données consolidées;2019-07-12;15:30;2019-07-12T15:30:00+02:00;52667;52500;52200;470;16;4255;41396;4953;5639;5099;-246;1023;-9937;46;-1980;-1500;-2511;-1147;-2634;16;72;374;0;388;3844;23;3728;1044;327;497;242;284
France;Données consolidées;2019-07-12;17:15;2019-07-12T17:15:00+02:00;;50500;50250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;17:30;2019-07-12T17:30:00+02:00;50642;50500;50300;454;18;4190;40267;5427;4252;5482;-88;1017;-10377;47;-2000;-1500;-2511;-2084;-1806;16;71;357;0;420;3744;26;3631;1569;282;490;244;283
France;Données consolidées;2019-07-12;19:15;2019-07-12T19:15:00+02:00;;50600;50500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;20:15;2019-07-12T20:15:00+02:00;;48100;48100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;21:15;2019-07-12T21:15:00+02:00;;46150;46150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-12;22:15;2019-07-12T22:15:00+02:00;;47100;47200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-13;01:00;2019-07-13T01:00:00+02:00;42436;41800;42000;301;18;2983;40125;2415;1;5473;-473;1058;-9466;45;-1456;-1200;-2767;-1443;-2441;17;73;206;0;407;2546;31;3816;1217;440;518;260;281
France;Données consolidées;2019-07-13;01:30;2019-07-13T01:30:00+02:00;41616;42300;42700;123;18;2372;40363;2271;1;5491;-485;1056;-9593;39;-1456;-1200;-2767;-1443;-2210;17;73;28;0;408;1932;32;3676;1271;544;519;256;281
France;Données consolidées;2019-07-13;04:00;2019-07-13T04:00:00+02:00;36769;36200;36800;124;18;2129;39565;1926;0;4133;-1544;1076;-10657;40;-1406;-1200;-2767;-2347;-2850;17;75;28;0;405;1700;25;3460;673;0;536;261;279
France;Données consolidées;2019-07-13;04:15;2019-07-13T04:15:00+02:00;;36000;36650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-13;04:30;2019-07-13T04:30:00+02:00;36312;35800;36500;124;19;1961;39609;1909;0;4109;-1725;1080;-10773;39;-1406;-1200;-2767;-2347;-2850;17;75;28;0;401;1540;22;3383;727;-1;535;264;281
France;Données consolidées;2019-07-13;04:45;2019-07-13T04:45:00+02:00;;35850;36250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-13;06:15;2019-07-13T06:15:00+02:00;;35750;36300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-13;06:30;2019-07-13T06:30:00+02:00;36374;35800;36600;125;19;1631;39702;1809;17;4381;-1179;1071;-11201;36;-1406;-1200;-2767;-2304;-3133;17;76;28;0;422;1190;19;3493;813;75;529;267;275
France;Données consolidées;2019-07-13;06:45;2019-07-13T06:45:00+02:00;;36100;36900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-13;07:45;2019-07-13T07:45:00+02:00;;37950;38900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-13;08:00;2019-07-13T08:00:00+02:00;39150;38600;39500;125;19;1926;40289;1299;881;4960;-472;1081;-10959;37;-1700;-1250;-2619;-2241;-2574;17;76;28;0;422;1482;22;3502;885;573;535;267;278
France;Données consolidées;2019-07-13;08:45;2019-07-13T08:45:00+02:00;;40800;42000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-13;09:00;2019-07-13T09:00:00+02:00;42098;41600;42700;128;20;2270;40310;985;2247;5747;-244;1066;-10431;37;-1900;-1250;-2674;-1723;-1719;17;76;31;0;419;1830;22;3912;1031;804;523;261;282
France;Données consolidées;2019-07-13;11:00;2019-07-13T11:00:00+02:00;45892;45300;46200;125;19;2181;40227;1305;4928;6062;-42;1050;-9963;34;-2000;-1250;-2674;-1055;-2297;17;76;28;0;413;1741;28;4067;1403;592;511;257;282
France;Données consolidées;2019-07-13;12:30;2019-07-13T12:30:00+02:00;47884;46600;47400;124;19;2180;40121;1363;5839;6338;-42;1066;-9126;34;-2000;-1250;-2221;-945;-1561;16;75;28;-1;405;1745;30;3929;1391;1017;515;268;284
France;Données consolidées;2019-07-13;13:45;2019-07-13T13:45:00+02:00;;45950;46600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-13;14:15;2019-07-13T14:15:00+02:00;;45800;46350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-13;15:00;2019-07-13T15:00:00+02:00;45558;44800;45300;123;19;1936;39897;1817;6141;5116;-806;1064;-9749;33;-1900;-1250;-2293;-1663;-2293;16;74;28;-1;401;1508;27;3538;1142;437;521;260;282
France;Données consolidées;2019-07-13;18:45;2019-07-13T18:45:00+02:00;;44050;43900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-13;19:00;2019-07-13T19:00:00+02:00;44769;44200;44000;124;20;1918;40457;3016;2516;5824;-512;1086;-9682;34;-2000;-1250;-2427;-2069;-1771;16;74;28;-1;404;1484;30;3665;1270;889;538;263;286
France;Données consolidées;2019-07-13;22:00;2019-07-13T22:00:00+02:00;41626;41800;41900;125;19;1841;40839;3178;0;5783;-363;1101;-10898;35;-2000;-1250;-2348;-447;-2370;17;74;28;0;407;1407;28;4004;1284;495;552;265;284
France;Données consolidées;2019-07-13;23:30;2019-07-13T23:30:00+02:00;44810;46200;46400;131;20;2062;39529;3764;0;6811;-46;1116;-8577;36;-1901;-1200;-2334;-639;-1180;17;74;28;-1;406;1627;30;4306;1691;813;565;267;284
France;Données consolidées;2019-07-14;00:00;2019-07-14T00:00:00+02:00;44431;44600;43800;130;19;1586;39503;3738;0;6334;-52;1118;-7943;34;-1703;-1200;-2767;-1836;-2179;17;74;28;0;406;1151;29;4118;1546;671;565;268;285
France;Données consolidées;2019-07-14;01:45;2019-07-14T01:45:00+02:00;;39700;39100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-14;03:45;2019-07-14T03:45:00+02:00;;34850;34400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-14;04:00;2019-07-14T04:00:00+02:00;34296;34500;34100;122;18;947;38230;2746;0;3960;-977;1113;-11863;33;-1407;-1000;-2767;-2347;-4957;15;74;29;0;394;523;31;3142;572;246;562;266;284
France;Données consolidées;2019-07-14;04:15;2019-07-14T04:15:00+02:00;;34350;33950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-14;04:45;2019-07-14T04:45:00+02:00;;34050;33700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-14;06:30;2019-07-14T06:30:00+02:00;32847;32800;33000;125;21;864;38697;2531;15;3651;-1174;1121;-13004;33;-1407;-1000;-2767;-2347;-5143;15;74;29;0;350;482;32;3094;471;86;570;268;283
France;Données consolidées;2019-07-14;07:00;2019-07-14T07:00:00+02:00;33066;33300;33100;124;21;878;38677;2436;145;3560;-1253;1114;-12635;33;-1406;-1200;-2767;-2347;-4650;15;74;28;0;350;500;29;2978;484;98;564;269;282
France;Données consolidées;2019-07-14;08:00;2019-07-14T08:00:00+02:00;34720;34800;34600;123;22;945;38671;1867;912;3926;-963;1115;-11900;33;-1605;-1200;-2767;-2340;-3363;16;74;28;0;371;546;29;3045;730;152;568;266;282
France;Données consolidées;2019-07-14;09:45;2019-07-14T09:45:00+02:00;;39100;39250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-14;10:00;2019-07-14T10:00:00+02:00;39805;39600;39800;126;20;1052;38537;2132;3943;4267;-940;1108;-10440;31;-1901;-1200;-2034;-2347;-2810;16;74;29;0;382;645;25;3316;852;99;559;265;283
France;Données consolidées;2019-07-14;10:45;2019-07-14T10:45:00+02:00;;41000;41200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-14;11:00;2019-07-14T11:00:00+02:00;41593;41500;41600;124;20;1035;38515;2539;5054;4577;-740;1097;-10628;29;-2000;-1200;-2034;-2254;-1643;16;74;29;-1;381;629;25;3424;1056;97;554;259;284
France;Données consolidées;2019-07-14;13:15;2019-07-14T13:15:00+02:00;;44350;44000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-14;14:00;2019-07-14T14:00:00+02:00;42470;41900;42000;129;20;872;38558;4137;6253;4242;-799;1074;-12016;27;-2000;-1200;-2034;-2347;-5026;16;73;30;0;373;468;31;3245;900;96;536;254;284
France;Données consolidées;2019-07-14;16:00;2019-07-14T16:00:00+02:00;40460;39800;39900;129;20;883;38088;5090;5694;3593;-1200;1072;-12908;27;-2000;-1200;-2034;-2347;-6412;16;74;28;0;356;495;32;3066;337;189;534;253;285
France;Données consolidées;2019-07-14;16:30;2019-07-14T16:30:00+02:00;39925;39200;39800;129;20;935;38819;5388;5313;3603;-1309;1067;-14041;27;-2000;-1200;-2034;-2347;-6412;16;73;28;0;346;558;31;3044;366;193;531;251;285
France;Données consolidées;2019-07-14;18:15;2019-07-14T18:15:00+02:00;;40150;40200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-14;19:00;2019-07-14T19:00:00+02:00;41776;41300;41200;133;19;1838;39541;5768;2397;4352;-832;1070;-12510;33;-2000;-1250;-2767;-2162;-3715;16;75;28;-1;369;1441;29;3243;1109;0;529;255;286
France;Données consolidées;2019-07-14;21:00;2019-07-14T21:00:00+02:00;41140;41000;41000;128;19;2095;39560;4983;186;5331;-55;1075;-12183;36;-2000;-1200;-2767;-2065;-3930;16;74;28;-1;406;1657;32;3414;1361;555;533;258;284
France;Données consolidées;2019-07-14;21:15;2019-07-14T21:15:00+02:00;;40900;41000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-14;22:45;2019-07-14T22:45:00+02:00;;45250;44600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;00:00;2019-07-15T00:00:00+02:00;43684;43500;43000;128;18;2074;39246;4728;0;5664;-42;1086;-9217;36;-1802;-1200;-2767;-1493;-3418;16;75;28;0;395;1648;31;3631;1321;712;541;261;284
France;Données consolidées;2019-07-15;01:15;2019-07-15T01:15:00+02:00;;39100;39000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;01:30;2019-07-15T01:30:00+02:00;38528;39400;39100;130;18;1362;39321;4519;0;4622;-464;1092;-12071;33;-1703;-1200;-2767;-2147;-3795;16;75;28;0;369;960;33;3476;906;241;550;261;281
France;Données consolidées;2019-07-15;03:00;2019-07-15T03:00:00+02:00;35851;36100;36000;128;17;1324;38768;3856;-1;4070;-1390;1088;-12011;34;-1703;-1000;-2767;-2347;-4602;15;76;28;0;369;922;33;3270;800;0;545;261;282
France;Données consolidées;2019-07-15;03:15;2019-07-15T03:15:00+02:00;;35800;35650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;03:45;2019-07-15T03:45:00+02:00;;35350;35050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;07:15;2019-07-15T07:15:00+02:00;;43700;42300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;08:15;2019-07-15T08:15:00+02:00;;48150;46600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;09:00;2019-07-15T09:00:00+02:00;48244;50800;48500;495;11;3785;40760;1985;2375;7305;-85;1058;-9445;48;-2000;-1250;-2603;544;-3277;17;76;396;0;400;3356;29;4010;1551;1744;533;247;277
France;Données consolidées;2019-07-15;09:15;2019-07-15T09:15:00+02:00;;51450;49000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;09:45;2019-07-15T09:45:00+02:00;;52700;49950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;14:30;2019-07-15T14:30:00+02:00;52339;53500;52200;493;14;3710;40665;2700;6482;5378;-30;1046;-8119;45;-2000;-1250;-2987;-721;-777;16;75;396;0;394;3297;19;3604;1419;355;509;255;282
France;Données consolidées;2019-07-15;16:00;2019-07-15T16:00:00+02:00;50586;51600;50500;481;12;3499;40273;2845;5809;4347;-250;1049;-7479;46;-2000;-1250;-2987;-470;-880;16;74;384;-1;392;3088;19;3289;744;313;512;254;283
France;Données consolidées;2019-07-15;20:00;2019-07-15T20:00:00+02:00;49389;49500;48500;493;388;3892;40646;2648;1049;7033;-85;1033;-7708;55;-2000;-1250;-2887;-631;-1920;16;74;398;-1;401;3460;30;3749;1714;1570;500;247;286
France;Données consolidées;2019-07-15;21:15;2019-07-15T21:15:00+02:00;;46200;45150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-15;21:30;2019-07-15T21:30:00+02:00;45788;45900;44800;493;374;3945;40709;2243;29;6592;-96;1034;-9537;57;-2000;-1250;-2986;-924;-1949;17;74;396;-1;401;3514;31;3651;1650;1291;508;244;282
France;Données consolidées;2019-07-16;00:30;2019-07-16T00:30:00+02:00;44893;43200;44100;497;604;3558;40442;2839;2;5458;-336;1059;-9229;60;-1951;-1200;-2767;-1214;-1618;17;74;398;0;410;3123;25;3720;1324;414;528;247;284
France;Données consolidées;2019-07-16;00:45;2019-07-16T00:45:00+02:00;;42050;42900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;03:00;2019-07-16T03:00:00+02:00;38938;38400;38800;498;356;2824;40579;1940;1;4412;-1274;1066;-11466;55;-1704;-1200;-2767;-2305;-4150;15;74;402;0;403;2393;29;3434;892;86;547;236;283
France;Données consolidées;2019-07-16;03:15;2019-07-16T03:15:00+02:00;;38100;38550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;04:15;2019-07-16T04:15:00+02:00;;37450;37650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;05:00;2019-07-16T05:00:00+02:00;38018;37900;38400;497;385;2999;40917;1244;1;3755;-1031;1074;-11823;57;-1703;-1200;-2767;-2111;-2715;15;74;404;0;399;2574;26;3047;574;134;549;246;279
France;Données consolidées;2019-07-16;06:30;2019-07-16T06:30:00+02:00;41222;40800;41400;482;317;3101;40552;1054;16;4066;-354;1073;-9084;56;-1704;-1200;-2767;-1112;-1859;17;73;388;0;403;2672;26;3095;936;35;548;246;279
France;Données consolidées;2019-07-16;07:30;2019-07-16T07:30:00+02:00;45041;44300;45300;480;352;3199;40753;934;425;4812;-29;1070;-6956;56;-1803;-1250;-2512;-635;-74;17;73;385;0;402;2770;28;3459;1021;332;542;250;278
France;Données consolidées;2019-07-16;08:15;2019-07-16T08:15:00+02:00;;47000;48000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;08:45;2019-07-16T08:45:00+02:00;;48400;49500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;10:30;2019-07-16T10:30:00+02:00;52132;51800;52300;489;577;3495;40946;270;4676;5989;-28;1019;-5301;55;-2000;-1250;-2529;496;567;17;73;395;0;391;3076;29;3356;1872;761;512;237;270
France;Données consolidées;2019-07-16;10:45;2019-07-16T10:45:00+02:00;;52200;52600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;11:00;2019-07-16T11:00:00+02:00;52579;52600;52900;486;578;3468;40754;241;5266;5794;-28;1012;-4992;55;-2000;-1250;-2624;435;1054;17;73;392;0;390;3051;27;3373;1728;693;512;232;267
France;Données consolidées;2019-07-16;12:15;2019-07-16T12:15:00+02:00;;53600;54450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;13:15;2019-07-16T13:15:00+02:00;;53750;54750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;13:45;2019-07-16T13:45:00+02:00;;53150;54050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-16;14:30;2019-07-16T14:30:00+02:00;53714;53600;54500;488;599;4035;40576;215;6615;4865;-727;1009;-3960;58;-2000;-1250;-2987;556;1517;16;74;394;-1;387;3617;31;3288;1209;369;501;236;272
France;Données consolidées;2019-07-16;16:15;2019-07-16T16:15:00+02:00;;51400;52300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
